CT,counterterrorism
CT,country team
CTA,common table of allowance
CTAF,counterterrorism analytical framework
CTAPS,contingency Theater Air Control System automated planning system
CTBT,Comprehensive Nuclear Test-Ban Treaty
CTC,cargo transfer company (USA)
CTC,counterterrorist center
CTDB,combating terrorism database
CTEP,combined training and education plan
CTF,combined task force
CTF,"commander, task force"
CTF,counter threat finance
CTF IAMD,"commander, task force integrated air and missile defense"
CTFP,Combating Terrorism Fellowship Program
CTG,"commander, task group"
CTID,communications transmission identifier
CTIP,combating trafficking in persons
CTKB,combating terrorism knowledge base
CTL,candidate target list
CTM,core target material
CTOC,corps tactical operations center
CTP,common tactical picture
CTR,cooperative threat reduction
CTRIF,Combating Terrorism Readiness Initiative Fund
CTS,commodity tracking system
CTS,Contingency Tracking System
CTS,controlled technical services
CTSS,central targeting support staff
CTU,"commander, task unit"
CU,cubic capacity
CU,common unit
CUI,controlled unclassified information
CUL,common-user logistics
CULT,common-user land transportation
CV,aircraft carrier
CV,carrier
CV,critical vulnerability
CV,curriculum vitae
CVAMP,Core Vulnerability Assessment Management Program
CVN,"aircraft carrier, nuclear"
CVR,cockpit voice recorder
CVS,commercial vendor services
CVSD,continuous variable slope delta
CVT,criticality-vulnerability-threat
CVW,carrier air wing
CVW,cryptovariable weekly
CVWC,carrier strike group air wing commander
CW,carrier wave
CW,chemical warfare
CW,continuous wave
CWA,chemical warfare agent
CWC,Chemical Weapons Convention
CWC,composite warfare commander
CWDE,chemical warfare defense equipment
CWMD,countering weapons of mass destruction
CWO,communications watch officer
CWP,causeway pier
CWPD,"Conventional War Plans Division, Joint Staff (J-7)"
CWR,calm water ramp
CWT,combat weather team
CWT,customer wait time
CY,calendar year
D,"total drift, data"
d,surface drift
D&D,denial and deception
D&F,determinations and findings
D&M,detection and monitoring
D&R,debrief and reintegrate
D-2X,Department of Defense-level counterintelligence and human intelligence staff element 
D3A,"decide, detect, deliver, and assess "
D/A,digital-to-analog
DA ,data adapter aerospace drift
DA ,data administrator
DA ,Department of the Army 
DA ,Development Assistance
DA ,direct action
DA ,Directorate for Mission Services   
DA ,double agent
Da,aerospace drift 
DA&M,Director of Administration and Management
DAA,designated approving authority
DAA,display alternate area routing lists 
DAADC,deputy area air defense commander 
DAADC(AMD),deputy area air defense commander for air and missile defense 
DAAS,defense automatic addressing system
DAASO,defense automatic addressing system office 
DAB,Defense Acquisition Board 
DAC,Defense Intelligence Agency    counterintelligence and security activity 
DAC,Department of Army civilians
DAC,Development Assistance Committee    
DACAS,digitally aided close air support 
DACB,data adapter control block
DACG,departure airfield control group
DACM,data adapter control mode
DADCAP,dawn and dusk combat air patrol
DAF,Department of the Air Force
DAFL,directive authority for logistics
DAICC,domestic air interdiction coordinator center
DAL,defended asset list
DALIS,Disaster Assistance Logistics Information System
DALS, downed aviator locator system
DAMA,demand assigned multiple access
DAMES,defense automatic addressing system (DAAS) automated message exchange system  
DAN,Diver’s Alert Network 
DAO,defense attaché office
DAO,defense attaché officer
DAO,department/ agency/organization 
DAP,designated acquisition program 
DAR,Defense Acquisition Regulation
DAR,distortion adaptive receiver
DARO,Defense Airborne Reconnaissance Office
DARPA,Defense Advanced Research Projects Agency
DART,disaster assistance response team
DART,downed aircraft recovery team
DART,dynamic analysis and replanning tool
DAS,deep air support
DAS,defense attaché system
DAS,direct access subscriber
DAS,direct air support
DAS3,decentralized automated service support system
DASA,Department of the Army (DA) staff agencies
DASC,direct air support center
DASC(A),direct air support center (airborne)
DASD,Deputy Assistant Secretary of Defense
DASD-CN,Deputy Assistant Secretary of Defense for Counternarcotics
DASD(H&RA),Deputy Assistant Secretary of Defense (Humanitarian & Refugee Affairs)
DASD(I),Deputy Assistant Secretary of Defense (Intelligence)
DASD(PK/HA),Deputy Assistant Secretary of Defense (Peacekeeping and Humanitarian Affairs)
DASD(PS),Deputy Assistant Secretary of Defense (Program Support)
DASD(S&IO),Deputy Assistant Secretary of Defense (Security and Information Operations)
DASSS,decentralized automated service support system
DAT,deployment action team
DATT,defense attaché
DATU,data adapter termination unit
DAWIA,Defense Acquisition Workforce Improvement Act
dB,decibel
DBA,database administrator
DBDB,digital bathymetric database
DBDB-V,digital bathymetric database variable
DBG,database generation
DBI,defense budget issue
DBIDS,Defense Biometric Identification System
DBMS,database management system
DBMS,Defense-Business Management System
DBSMC,Defense Business Systems Management Committee
DBSS,Defense Blood Standard System
DBT,design basis threat
DC3,Department of Defense Cyber Crime Center
D/C,downconverter
DC,Deputies Committee
DC,direct current
DC, Directorate of Counterintelligence   
DC,dislocated civilian
DCA,Defense Communications Agency
DCA,Defense Cooperation Agreements
DCA,defensive counterair
DCA,dual-capable aircraft
DCS,Deputy Chief of Staff
D/CI&SP,"Director, Counterintelligence and Security Programs"
D/CIA,"Director, Central Intelligence Agency"
DCID,Director of Central Intelligence directive
DCIIS,Defense Counterintelligence Information System 
DCIO,defense criminal investigative organization 
DCIP,Defense Critical Infrastructure Program 
DCIS,Defense Criminal Investigative Services
DCISE,Defense Industrial Base Collaborative Information Sharing Environment 
DCJTF,"deputy commander, joint task force "
DCM,data channel multiplexer
DCM,deputy chief of mission
DCMA,Defense Contract Management Agency
DCMC,"Office of Deputy Chairman, Military Committee"
DCMO,deputy chief military observer 
DCNO,Deputy Chief of Naval Operations
DCO,debarkation control officer
DCO,Defense Connect Online
DCO,defense coordinating officer
DCO,defensive cyberspace operations 
DCO,dial central office
DCO-IDM ,defensive cyberspace operations - internal defensive measures 
DCO-RA,defensive cyberspace operations response actions 
DCP,Defense Continuity Program
DCP, detainee collection point
DCPA,Defense Civil Preparedness Agency
DCPG,digital clock pulse generator
DCR,"doctrine, organization, training, materiel, leadership and education, personnel, facilities and policy change recommendation  "
DCRF,"defense chemical, biological, radiological, and nuclear response force "
DCS,Defense Courier Service
DCS,deputy chief of staff
DCS,digital computer system
DCSCU,dual capability servo control unit
DC/S for RA,Deputy Chief of Staff for Reserve Affairs
DCSINT,Deputy Chief of Staff for Intelligence
DCSLOG,"Deputy Chief of Staff for Logistics, US Army"
DCSOPS,"Deputy Chief of Staff for Operations and Plans, United States Army "
DCSPER,"Deputy Chief of Staff for Personnel, United States Army"
DCST,Defense Logistics Agency   contingency support team
DCTC,Defense Combating Terrorism Center
DCTS,Defense Collaboration Tool Suite
DCW,Defense Collection Watch   
DD,Department of Defense (form)
DD,deputy director
DD,destroyer (Navy ship)
DDA,deputy development advisor
DDA,Deputy Director for Administration   
DDA,designated development activity
DDC,data distribution center
DDC,defense distribution center
DDCI,Deputy Director of Central Intelligence   
DDCI/CM,Deputy Director of Central Intelligence for Community Management
DDED,defense distribution expeditionary depot
DDG,guided missile destroyer
DDI,Deputy Director of Intelligence   
DDI,Director of Defense Intelligence 
DDL,digital data link
DDM,Defense Logistics Agency Distribution Mapping
DDM,digital data modem
DDMA,Defense Distribution Mapping Activity
DDMS,Deputy Director for Military Support
DDO,Deputy Director of Operations
DDOC,Deployment and Distribution Operations Center 
DDP,detailed deployment plan
DDR,"disarmament, demobilization, and reintegration"
DDR&E,director of defense research and engineering
DDRRR,"disarmament, demobilization, repatriation, reintegration, and resettlement"
DDS,defense dissemination system
DDS,Deployable Disbursing System
DDS&T,Deputy Director for Science & Technology
DDSBn,deplyment and distribution support battalion
DDSM,Defense Distinguished Service Medal
DDST,deployment and distribution support team
DDWSO,"Deputy Director for Wargaming, Simulation, and Operations"
DE,damage expectancy
DE,decedent effects
DE,delay equalizer
DE,directed energy
De,total drift error
de,individual drift error
DEA,Drug Enforcement Administration
dea,aerospace drift error
DEACN,Drug Enforcement Administration Communications Network
DEAR,disease and environmental alert report
DEARAS,Department of Defense Emergency Authorities Retrieval and Analysis System
DeCA,Defense Commissary Agency
DEERS,Defense Enrollment Eligibility Reporting System
DEFSMAC,Defense Special Missile and Aerospace Center
DEL,deployable equipment list
DEMARC,demarcation
de max,maximum drift error
DEMIL,demilitarization
de min,minimum drift error
de minimax,minimax drift error
DeMS,deployment management system
DEMUX,demultiplex
DEP,Delayed Entry Program
DEP,deployed
DEP&S,Drug Enforcement Plans and Support
DEPCJTF,"deputy commander, joint task force"
DEPID,deployment indicator code
DEPMEDS,deployable medical systems
DepOpsDeps,Service deputy operations deputies
DEPORD,deployment order
DESC,Defense Energy Support Center
DESCOM,Depot System Command
DESIGAREA,designated area message
DEST,destination
DEST,domestic emergency support team
DET,detainee
DETRESFA,distress phase
DEW,directed-energy warfare
DF,direction finding
DF,dispersion factor
DF,disposition form
DFARS,Defense Federal Acquisition Regulation Supplement
DFAS,Defense Finance and Accounting Service
DFAS-DE,Defense Finance and Accounting Service-Denver
DFC,deputy force commander
DFC,detention facility commander
DFE,Defense Intelligence Agency forward element
DFE,Defense Joint Intelligence Operations Center forward element
DFE,division force equivalent
DFM,deterrent force module
DFO,disaster field office  
DFR,Defense Fuel Region
DFR/E,"Defense Fuel Region, Europe"
DFRIF,Defense Freight Railway Interchange Fleet
DFR/ME,"Defense Fuel Region, Middle East"
DFSC,Defense Fuel Supply Center
DFSP,defense fuel support point
DFT,deployment for training
DG,defense guidance
DGIAP,Defense General Intelligence and Applications Program
DGM,digital group multiplex
DGT,designated ground target
DH,death due to hostilities
DH,Directorate for Human Intelligence   
DHA,detainee holding area
DHB,Defense Health Board
DHE,defense human intelligence executor
DHE-M,Defense Human Intelligence Enterprise-manual
DHHS,Department of Health and Human Services
DHM,Department of Defense human intelligence manager
DHMO,Department of Defense human intelligence management office
DHP,Defense Health Program
DHS,Defense Human Intelligence (HUMINT) Service
DHS,Department of Homeland Security
DHS,Director of Health Services
DI,Defense Intelligence Agency    Directorate for Analysis
DI,DIA Directorate for Intelligence Production
DI,discrete identifier
DI,dynamic interface
DI&E,data integration and exploitation
DIA,Defense Intelligence Agency
DIAC,Defense Intelligence Analysis Center
DIA/DHX,"Defense Intelligence Agency, Directorate of Human Intelligence, Office of Document and Media Operations"
DIAM,Defense Intelligence Agency manual
DIAM,Defense Intelligence Agency memorandum
DIAP,Defense Intelligence Analysis Program
DIAP,Drug Interdiction Assistance Program
DIAR,Defense Intelligence Agency regulation
DIB,defense industrial base
DIBITS,digital in-band interswitch trunk signaling
DIBRS,defense incident-based reporting system
DIBTS,digital in-band trunk signaling
DICO,Data Information Coordination Office
DID,Defense Intelligence Digest
DIDHS,Deployable Intelligence Data Handling System
DIDO,designated intelligence disclosure official
DIDS,Defense Intelligence Dissemination System
DIEB,Defense Intelligence Executive Board
DIEPS,Digital Imagery Exploitation Production System
DIG,digital
DIGO,Defence Imagery and Geospatial Organisation (Australia)
DII-COE,defense information infrastructure-common operating enviornment 
DIILS,Defense Institute of International Legal Studies
DIJE,Defense Intelligence Joint Environment 
DILPA,diphase loop modem-A
DIMA,drilling individual mobilization augmentee
DIMOC,Defense Imagery Management Operations Center
DIN,defense intelligence notice
DINET,Defense Industrial Net
DINFOS,Defense Information School
DIOC,drug interdiction operations center
DIOCC,Defense Intelligence Operations Coordination Center
DIPC,defense industrial plant equipment center
DIPF,defense intelligence priorities framework
DIPFAC,diplomatic facility
DIPGM,diphase supergroup modem
DIRINT,Director of Intelligence
DIRJIATF,"director, joint inter-agency task force"
DIRLAUTH,direct liaison authorized
DIRM,Directorate for Information and Resource Management
DIRMOBFOR,director of mobility forces
DIRNSA,"Director, National Security Agency"
DIRSPACEFOR,director of space forces
DIS,defense information system
DIS,Defense Investigative Service
DIS,distributed interactive simulation
DISA,Defense Information Systems Agency
DISA-LO,Defense Information Systems Agency - liaison officer
DIANMOC,Defense Information Systems Agency Network Management and Operations Center 
DisasterAWARE,"Disaster All-Hazard Warnings, Analysis, and Risk Evaluation System"
DISCOM,division support command
DISGM,diphase supergroup
DISN,Defense Information Systems Network
DISN-E,Defense Information Systems Network – Europe
DISO,deception in support of operations security
DISO,defense intelligence support office
DISP,drug investigation support program
DITDS,defense information threat data system
DITDS,defense intelligence threat data system
DITSUM,defense intelligence terrorist summary
DJ-7,"Director, Joint Staff Directorate for Joint Force Development"
DJIOC,Defense Joint Intelligence Operations Center
DJS,"Director, Joint Staff"
DJSM,"Director, Joint Staff memorandum"
DJTFS,deputy joint task force surgeon
DLA,Defense Logistics Agency
DLAM,Defense Logistics Agency manual
DLAR,Defense Logistics Agency regulation
DLEA,drug law enforcement agency
DLED,dedicated loop encryption device
DLD,digital liaison detachment
DLIS,Defense Logistics Information Service
DLM,defense logistics manual
DLMS,Department Logistics Management System
DLP,data link processor
DLPMA,diphase loop modem A
DLQ,deck landing qualification
DLR,depot-level reparable
DLSA,Defense Legal Services Agency
DLSS,Defense Logistics Standard Systems
DLTM,digital line termination module
DLTU,digital line termination unit
DM,detection and monitoring
DM,docking module
DMA,Defense Media Activity
dmax,maximum drift distance
DMB,datum marker buoy
DMC,data mode control
DMD,digital message device
DMDC,defense management data center
DMDC,Defense Manpower Data Center
DME,distance measuring equipment
DMHS,Defense Message Handling System
DMI,director military intelligence
DMIGS,Domestic Mobile Integrated Geospatial-Intelligence System
dmin,minimum drift distance
DML,data manipulation language
DMLSS,Defense Medical Logistics Standard Support
DMMPO,Defense Medical Materiel Program Office
DMO,directory maintenance official
DMORT,Disaster Mortuary Operational Response Team
DMOS,duty military occupational specialty
DMPI,designated mean point of impact
DMRD,defense management resource decision
DMRIS,defense medical regulating information system
DMS,defense meteorological system
DMS,director of military support
DMSB,Defense Medical Standardization Board
DMSM,Defense Meritorious Service Medal
DMSO,Defense Modeling and Simulation Office
DMSO,director of major staff office
DMSO,Division Medical Supply Office
DMSP,Defense Meteorological Satellite Program
DMSSC,defense medical systems support center
DMT,disaster management team
DMU,disk memory unit
DMZ,demilitarized zone
DN,digital nonsecure
DNA,Defense Nuclear Agency
DNA, deoxyribonucleic acid
DNAT,defense nuclear advisory team
DNBI,disease and nonbattle injury
DNC,digital nautical chart
DND,Department of National Defence
DNDO,Domestic Nuclear Detection Office
DNGA,Director of National Geospatial-Intelligence Agency
DNI,Director of National Intelligence
DNI, deoxyribonucleic acid
DNIF,duty not involving flying
DNMSP,driftnet monitoring support program
DNSO,Defense Network Systems Organization
DNVT,digital nonsecure voice terminal
DNY,display area code (NYX) routing
DOA,days of ammunition
DOA,dead on arrival
DOA,director of administration
DOB,date of birth
DOB,dispersal operating base
DOC,Department of Commerce
DOC,designed operational capability
DOCC,deep operations coordination cell
DOCDIV,documents division
DOCEX,document exploitation
DOCNET,Doctrine Networked Education and Training
DOD,Department of Defense
DODAAC,Department of Defense activity address code
DODAAD,Department of Defense Activity Address Directory
DODAC DOD,ammunition code
DODD,Department of Defense directive
DODDS,Department of Defense Dependent Schools
DODEX,Department of Defense intelligence system information system extension 
DODFMR,Department of Defense Financial Management Regulation
DODI,Department of Defense instruction
DODIC,Department of Defense identification code
DODID,Department of Defense Intelligence Digest
DODIIS,Department of Defense Intelligence Information System
DODIN,Department of Defense information network
DODIPC,Department of Defense intelligence production community
DIDIPP,Department of Defense Intelligence Production Program
DOD-JIC,Department of Defense Joint Intelligence Center
DODM,data orderwire diphase modem
DODM,Department of Defense manual 
DODS-CWMD,Department of Defense Strategy for Countering Weapons of Mass Destruction 
DOE,Department of Energy
DOEHRS,Defense Occupational and Environmental Health Reporting System 
DOF,degree of freedom
DOI,Defense Special Security Communications System (DSSCS) Operating Instructions 
DOI,Department of the Interior
DOJ,Department of Justice
DOL,Department of Labor
DOM,day of month
DOMEX,document and media exploitation
DOMS,director of military support
DON,Department of the Navy
DoP,Director of Propulsion
DOPMA,Defense Officer Personnel Management Act
DOR,date of rank
DOS,date of separation
DOS,days of supply
DOS,denial of service
DOS,Department of State
DOS,disk operating system
DOT,Department of Transportation
DOTEO,Department of Transportation emergency organization
DOTMLPF,"doctrine, organization, training, materiel, leadership and education, personnel, and facilities "
DOTMLPF-P,"doctrine, organization, training, materiel, leadership and education, personnel, facilities, and policy "
DOW,data orderwire
DOW,died of wounds
DOX-T,direct operational exchange-tactical
DOY,day of year
DP,Air Force component plans officer (staff)
DP,decisive point
DP,Directorate for Policy Support
DP,displaced person
DP,parachute drift
DPA,danger pay allowance
DPA,Defense Production Act
DPAA,Defense Prisoner of War/Missing in Action Accounting Agency
DPAP,Defense Procurement and Acquisition Policy
DPAS,Defense Priorities and Allocation System
DPC,deception planning cell
DPC,Defense Planning Committee
DPEC,displaced person exploitation cell
DPG,Defense Planning Guidance
DPI,desired point of impact
dpi,dots per inch
DPICM,dual purpose improved conventional munitions
DPEM,Depot Purchased Equipment Maintenance
DPIP,departing initial point
DPKO,Department of Peacekeeping Operations
DPLSM,dipulse group modem
DPM,dissemination program manager
DPMO,Defense Prisoner of War/Missing Personnel Office
DPO,Defense Press Office
DPO,distribution process owner
DPP,data patch panel
DPP,distributed production program
DPPDB,digital point positioning database
DPQ,defense planning questionnaire
DPR,display non-nodal routing
DPRB,Defense Planning and Resources Board
DPRE,"displaced persons, refugees, and evacuees"
DPS,data processing system
DPSC,Defense Personnel Support Center
DPSK,differential phase shift keying
DR,dead reckoning
DR,digital receiver
DR,disaster relief
DR,Deficiency Report
DRB,Defense Resources Board
DRe,dead reckoning error
DRL,"Bureau of Democracy, Human Rights, and Labor "
DRMD,deployments requirements manning document
DRMO,Defense Reutilization and Marketing Office
DRMS,Defense Reutilization and Marketing Service
DRMS,distance root-mean-square
DRN,Disaster Response Network
DRO,departmental requirements office
DRO,departmental requirements officer
DRRS,Defense Readiness Reporting System
DRS,detainee reporting system
DRSN,Defense Red Switched Network
DRT,dead reckoning tracer
DRT,decontamination and reconnaissance team
DRTC,designated reporting technical control
DS,Directorate for Management and Chief Information Officer   
DS,direct support
DS,doctrine sponsor
DSA,defense special assessment   
DSAA,Defense Security Assistance Agency
DSAID,defense sexual assault incident database
DSAR,Defense Supply Agency regulation
DSB,digital in-band trunk signaling (DIBTS) signaling buffer
DSC,defensive space control
DSC, digital selective calling
DSC,dual-status commander
DSCA,Defense Security Cooperation Agency
DSCA,defense support of civil authorities
DSCP,Defense Supply Center Philadelphia
DSCR,Defense Supply Center Richmond
DSCS,Defense Satellite Communications System
DSCSOC,Defense Satellite Communications System operations center
DSD,Data System Designator
DSDI,digital simple data interface
DSE,direct support element
DSF,District Stability Framework 
DSG,digital signal generator
DSI,defense simulation internet
DSL,display switch locator (SL) routing
DSM,decision support matrix
DSMAC,digital scene-matching area correlation
DSN,Defense Switched Network
DSNET,Defense Secure Network
DSNET-2,Defense Secure Network-2
DSO,Defense Spectrum Organization
DSO,defensive systems officer
DSOE,deployment schedule of events
DSP,Defense Satellite Program
DSP,Defense Support Program
DSPD,defense support to public diplomacy
DSPL,display system programming language
DSPS,"Director, Security Plans and Service"
DSR,defense source registry
DSS,Defense Security Service
DSS,Distribution Standard System
DSS/ALOC,direct support system/air line of communications
DSSCS,Defense Special Security Communications System
DSSM,Defense Superior Service Medal
DSSO,data system support organization
DSSO,defense sensitive support office
DSSO,defense systems support organization
DSSR,Department of State Standardized Regulation
DST,decision support template
DST,deployment support team
DST,deployment support team
DST,district support team
DSTP,Director of Strategic Target Planning
DSTR,destroy
DSTS-G,Defense Information Systems Network (DISN) Satellite Transmission Services - Global
DSVL,doppler sonar velocity log
DSVT,digital subscriber voice terminal
DT,Directorate for MASINT and Technical Collection   
DTA,Defense Threat Assessment
DTA,dynamic threat assessment
DTAM,defense terrorism awareness message
DTC,defense transportation coordination
DTCI,Defense Transportation Coordination Initiative
DTD,Deployable Training Division
DTD,dynamic threat assessment
DTE,data terminal equipment
DTE,developmental test and evaluation
DTED,digital terrain elevation data
DTG,date-time group
DTG,developmental test and evaluation
D/T/ID,detect/track/identify
DTIP,Disruptive Technology Innovations Partnership   
DTL,designator target line
DTMF,dual tone multi-frequency
DTMR,defense traffic management regulation
DTO,division transportation office
DTO,drug trafficking organization
DTOC,division tactical operations center
DTR,defense transportation regulation
DTRA,Defense Threat Reduction Agency
DTRACS,Defense Transportation Reporting and Control System
DTRATCA,Defense Threat Reduction and Treaty Compliance Agency
DTS,Defense Transportation System
DTS,Defense Travel System
DTS,drug trafficking organization
DTTS,Defense Transportation Tracking System
DTWR,defense terrorism warning report
DU,depleted uranium
DURC,dual-use research of concern
DUSD,deputy under Secretary of Defense
DUSD (CI&S),Deputy Under Secretary of Defense for Counterintelligence and Security
DUSDL,Deputy Under Secretary of Defense for Logistics
DUSD(L&MR),Deputy Under Secretary of Defense for Logistics and Materiel Readiness
DUSDP,Deputy Under Secretary of Defense for Policy
DV,distinguished visitor
DVA,Department of Veterans Affairs
DVD,digital video device
DVD,digital video disc
DVIDS,Defense Video and Imagery Distribution System
DVITS,Digital Video Imagery Transmission System
DVOW,digital voice orderwire
DVT,deployment visualization tool
DWAS,Defense Working Capital Accounting System
DWMCF,double-wide modular causeway ferry
DWT,deadweight tonnage
DWTS,Digital Wideband Transmission System
DX,Directorate for External Relations   
DZ,drop zone
DZC,drop zone controller
DZCO,drop zone control officer
DZSO,drop zone safety officer
DZST,drop zone support team
DZSTL,drop zone support team leader
E,total probable error
E&DCP,evaluation and data collection plan
E&E,emergency and extraordinary expense authority
E&EE,emergency and extraordinary expense
E&I,engineering and installation
E&M,ear and mouth
E&M,special signaling leads 
E1,Echelon 1 
E2,Echelon 2 
E3,Echelon 3
E3,electromagnetic environmental effects 
E4,Echelon 4 
E5,Echelon 5 
E-8C,"joint surveillance, target attack radar system"
EA,electronic attack
EA,emergency action
EA,evaluation agent
EA,executive agent
EA,executive assistant 
EAC,echelons above corps
EAC,emergency action committee 
EACS ,expeditionary aeromedical evacuation crew member support 
EACT,expeditionary aeromedical evacuation coordination team 
EAD,earliest arrival date
EAD,echelons above division
EAD,extended active duty
EADRU,Euro-Atlantic disaster response unit 
EADS,Eastern Air Defense Sector
EAES,expeditionary aeromedical evacuation squadron
EAF,expeditionary aerospace forces
EAF,expeditionary airfield
EAI, executive agent instruction
EAM,emergency action message
EAP,emergency action plan
EAP,emergency action procedures
EAPC,Euro-Atlantic Partnership Council
EAP-CJCS,emergency action procedures of the Chairman of the Joint Chiefs of Staff 
EARLY,evasion and recovery supplemental data report 
E-ARTS,en route automated radar tracking system
EASF,expeditionary aeromedical staging facility
EAST,expeditionary aeromedical evacuation staging team
EASTPAC,eastern Pacific Ocean
EBCDIC,extended binary coded decimal interchange code
EBS, environmental baseline survey
EC,electronic combat 
EC,enemy combatant
EC,error control
EC,European Community
ECAC, Electromagnetic Compatibility Analysis Center 
ECB,echelons corps and below
ECC,engineer coordination cell
ECC,evacuation control center 
ECES,expeditionary civil engineer squadron
ECHA,Executive Committee for Humanitarian Affairs
ECHO,European Commission Directorate General for Humanitarian Aid and Civil Protection
ECHO,European Community Humanitarian Aid Department
ECM,electronic countermeasures
ECN,electronic change notice
ECN,Minimum Essential Emergency Communications Network
ECO,electronic combat officer
ECOSOC,Economic and Social Council
ECP,emergency command precedence
ECP,engineering change proposal
ECP,entry control point
ECS,expeditionary combat support
ECU,environmental control unit
ED,envelope delay
ED,evaluation directive
EDA,Economic Development Administration
EDA,excess defense articles
EDC,estimated date of completion
EDD,earliest delivery date
EDI,electronic data interchange
EDSS,equipment deployment and storage system
EE,emergency establishment
EEA,environmental executive agent
EEBD,emergency escape breathing device
EECT,end evening civil twilight
EED,electro-explosive device
EED,emergency-essential designation
EEDAC,emergency essential Department of the Army civilian
EEE,emergency and extraordinary expense
EEFI,essential element of friendly information
EEI,essential element of information
EEIC,Element of Expense/Investment Category
EELV,evolved expendable launch vehicle
EENT,end of evening nautical twilight
EEO,equal employment opportunity
EEPROM,electronic erasable programmable read-only memory
EER,enlisted employee review
EER,extended echo ranging
EEZ,exclusive economic zone
EFA,engineering field activity
EFAC,emergency family assistance center
EFD,engineering field division
EFH,Engine Flight Hours
EHM,Engine Health Management
EFP,explosively formed projectile
EFST,essential fire support task
EFT,electronic funds transfer
EFTO,encrypt for transmission only
EGAT,"Bureau of Economic Growth, Agriculture, and Trade "
EGM,Earth Gravity Model
EGS,Earth ground station
EH,explosive hazard
EHCC, explosive hazards coordination cell
EHDB,explosive hazard database
ENMCS,Engine Non mission Capable Supply
EHF,extremely high frequency
EHO,environmental health officer
EHM,Engine Health Management
EHRA,environmental health risk assessment
EHSA, environmental health site assessment
EHT,explosive hazard team
EI,environmental information
EI,exercise item
EIA,Electronic Industries Association
EID,electrically initiated device
EIS,Environmental Impact Statement
eJMAPS ,electronic Joint Manpower and Personnel System
EJPME,enlisted joint professional military education
ELBA,emergency locator beacon
ELCAS,elevated causeway system
ELCAS(M),elevated causeway system (modular)
ELCAS(NL),elevated causeway system (Navy lighterage)
ELD,emitter locating data
ELINT,electronic intelligence
ELIST,enhanced logistics intratheater support tool
ELOS, extended line of sight
ELMP,Engine Life-cylce Management Plan
ELPP,equal level patch panel
ELR,extra-long-range aircraft
ELSEC,electronics security
ELT ,emergency locator transmitter
ELV,expendable launch vehicle
ELVA,emergency low-visibility approach
EM,electromagnetic
EM,emergency management
EM,executive manager 
EMAC,emergency management assistance compact 
E-mail,electronic mail
EMALL,electronic mall
EMBM,electromagnetic battle management
EMC,electromagnetic compatibility
EMCON,emission control 
EMD,effective miss distance
EMD,expeditionary military information support detachment  
EME,electromagnetic environment 
EMEDS,expeditionary medical support
EMF,expeditionary medical facility
EMI,electromagnetic interface
EMI,electromagnetic interference
EMIO,expanded maritime interception operations
EMOE, electromagnetic operational environment
EMP,electromagnetic pulse 
EMR hazards,electromagnetic radiation hazards
EMS,electromagnetic spectrum
EMS,emergency medical services
EMSC,electromagnetic spectrum control
EMSEC,emanations security
EMSM,electromagnetic spectrum manager
EMT,emergency medical technician
EMT,emergency medical treatment
EMT,expeditionary military information support team
EMTF,expeditionary mobility task force
EMU,expeditionary medical unit
EMV,electromagnetic vulnerability
ENCOM,engineer command
ENDEX,exercise termination
ENL,enlisted
ENSCE,enemy situation correlation element
ENWGS,Enhanced Naval Warfare Gaming System
EO,electro-optical
EO,equal opportunity
EO,equal opportunity
EO,executive order
EO,eyes only
EOB,electromagnetic order of battle
EOB,electronic order of battle
EOB,enemy order of battle
EOC,early operational capability
EOC,emergency operating center
EOC,electronic order of battle
EOCA,explosive ordnance clearance agent
EOD,explosive ordnance disposal
EODMU-1,explosive ordnance disposal mobile unit one
EOI,electro-optic(al) imagery
EO-IR,electro-optical-infrared
EO-IR CM,electro-optical-infrared countermeasure
EOL,end of link
EOM,end of message
EOP,emergency operating procedures
E-O TDA,electro-optical tactical decision aid
EOW,engineering orderwire
EP,electronic protection
EP,emergency preparedness
EP,emergency procedures
EP,excess property
EP,execution planning
EPA,Environmental Protection Agency
EPA,evasion plan of action
EPBX,electronic private branch exchange
EPBS,expeditionary prime base engineer emergency force squadron
EPC,Emergency Procurement Committee
EPF,enhanced palletized load system (PLS) flatrack
EPH,emergency planning handbook
EPIC,El Paso Intelligence Center
EPIRB,emergency position-indicating radio beacon
EPLO,emergency preparedness liaison officer
EPROM,erasable programmable read-only memory
EPU,expeditionary port unit
EPW,enemy prisoner of war
EPW/CI,enemy prisoner of war/civilian internee
ERC,emergency relief coordinator
ERC,exercise related construction
ERDC,Engineer Research and Development Center 
ERG, Emergency Response Guidebook
ERGM,extended range guided munitions
ERO, engine running on or offload
ERPSS,En Route Patient Staging System
ERRO,Emergency Response and Recovery Office
ERSD,estimated return to service date 
ERT,emergency response team  
ERT,engineer reconnaissance team 
ERT-A,emergency response team - advance element
ERU,emergency response unit
ERW,explosive remnants of war
ES,electronic support
ES,electronic warfare support
ES,executive secretariat 
ES,Equipment Specialists
ESAC,Electromagnetic-Space Analysis Center  
ESB,engineer support battalion 
ESC,Electronics Systems Center
ESC,expeditionary sustainment command 
ESF,Economic Support Fund
ESF,emergency support function 
ESG,executive steering group
ESG,expeditionary strike group 
ESGN,electrically suspended gyro navigation
ESI,extremely sensitive information
ESK,electronic staff weather officer kit 
ESM,expeditionary site mapping
ESO ,embarkation staff officer
